sexe;preusuel;annais;nombre
2;KATNYSS;2018;9
2;KATNYSS;2019;4
2;KATNYSS;2020;5
2;KATNYSS;2021;5
2;KATNYSS;XXXX;2
2;KATOUCHA;2008;3
2;KATOUCHA;XXXX;18
2;KATRIN;1969;4
2;KATRIN;1974;3
2;KATRIN;1980;3
2;KATRIN;1985;3
2;KATRIN;2021;4
2;KATRIN;XXXX;52
2;KATRINA;1950;3
2;KATRINA;1956;4
2;KATRINA;1957;5
2;KATRINA;1964;3
2;KATRINA;1965;3
2;KATRINA;1969;4
2;KATRINA;1975;4
2;KATRINA;1976;3
2;KATRINA;1978;4
2;KATRINA;1983;3
2;KATRINA;1984;5
2;KATRINA;1987;3
2;KATRINA;1988;3
2;KATRINA;1989;3
2;KATRINA;1998;7
2;KATRINA;1999;4
2;KATRINA;2002;3
2;KATRINA;2003;5
2;KATRINA;2004;9
2;KATRINA;2006;7
2;KATRINA;2007;7
2;KATRINA;2008;3
2;KATRINA;2009;4
2;KATRINA;2010;5
2;KATRINA;2011;9
2;KATRINA;2012;8
2;KATRINA;2013;4
2;KATRINA;2014;10
2;KATRINA;2015;9
2;KATRINA;2016;11
2;KATRINA;2017;4
2;KATRINA;2018;3
2;KATRINA;2020;6
2;KATRINA;2021;3
2;KATRINA;XXXX;53
2;KATRINE;1951;4
2;KATRINE;1952;4
2;KATRINE;1954;3
2;KATRINE;1960;5
2;KATRINE;1964;4
2;KATRINE;1969;6
2;KATRINE;1970;3
2;KATRINE;1972;3
2;KATRINE;1996;3
2;KATRINE;1997;3
2;KATRINE;2006;5
2;KATRINE;2011;3
2;KATRINE;2012;3
2;KATRINE;2013;3
2;KATRINE;XXXX;59
2;KATRYN;XXXX;28
2;KATTALIN;1977;4
2;KATTALIN;1978;4
2;KATTALIN;1980;3
2;KATTALIN;1981;3
2;KATTALIN;1984;3
2;KATTALIN;1990;3
2;KATTALIN;1993;4
2;KATTALIN;1996;6
2;KATTALIN;1998;3
2;KATTALIN;2000;3
2;KATTALIN;2004;4
2;KATTALIN;2005;8
2;KATTALIN;2007;3
2;KATTALIN;2008;5
2;KATTALIN;2009;3
2;KATTALIN;2010;4
2;KATTALIN;2015;3
2;KATTALIN;2019;4
2;KATTALIN;XXXX;42
2;KATTIA;1961;3
2;KATTIA;1967;6
2;KATTIA;1970;9
2;KATTIA;1971;19
2;KATTIA;1972;4
2;KATTIA;1973;11
2;KATTIA;1974;8
2;KATTIA;1978;4
2;KATTIA;1980;3
2;KATTIA;XXXX;30
2;KATTIE;1969;3
2;KATTIE;1970;3
2;KATTIE;XXXX;25
2;KATTIN;1994;3
2;KATTIN;1996;3
2;KATTIN;1997;3
2;KATTIN;1999;3
2;KATTIN;2001;3
2;KATTIN;2003;4
2;KATTIN;2007;4
2;KATTIN;2010;3
2;KATTIN;XXXX;41
2;KATTINA;XXXX;26
2;KATTLEYA;2014;3
2;KATTLEYA;2017;5
2;KATTLEYA;2021;4
2;KATTLEYA;XXXX;9
2;KATTY;1946;7
2;KATTY;1949;9
2;KATTY;1950;12
2;KATTY;1951;5
2;KATTY;1952;6
2;KATTY;1953;8
2;KATTY;1954;12
2;KATTY;1955;20
2;KATTY;1956;15
2;KATTY;1957;17
2;KATTY;1958;11
2;KATTY;1959;12
2;KATTY;1960;10
2;KATTY;1961;11
2;KATTY;1962;13
2;KATTY;1963;16
2;KATTY;1964;17
2;KATTY;1965;12
2;KATTY;1966;16
2;KATTY;1967;25
2;KATTY;1968;25
2;KATTY;1969;31
2;KATTY;1970;24
2;KATTY;1971;21
2;KATTY;1972;24
2;KATTY;1973;32
2;KATTY;1974;27
2;KATTY;1975;16
2;KATTY;1976;18
2;KATTY;1977;21
2;KATTY;1978;13
2;KATTY;1979;17
2;KATTY;1980;28
2;KATTY;1981;26
2;KATTY;1982;24
2;KATTY;1983;16
2;KATTY;1984;20
2;KATTY;1985;20
2;KATTY;1986;18
2;KATTY;1987;15
2;KATTY;1988;11
2;KATTY;1989;9
2;KATTY;1990;11
2;KATTY;1991;9
2;KATTY;1992;9
2;KATTY;1993;8
2;KATTY;1994;7
2;KATTY;1995;3
2;KATTY;1996;10
2;KATTY;1998;7
2;KATTY;2000;6
2;KATTY;2002;6
2;KATTY;2003;3
2;KATTY;2004;8
2;KATTY;2006;4
2;KATTY;2009;8
2;KATTY;2014;4
2;KATTY;2017;4
2;KATTY;XXXX;21
2;KATUCIA;1978;5
2;KATUCIA;1980;6
2;KATUCIA;1981;3
2;KATUCIA;1982;3
2;KATUCIA;1986;3
2;KATUCIA;1990;4
2;KATUCIA;1993;4
2;KATUCIA;1994;3
2;KATUCIA;1998;3
2;KATUCIA;2002;5
2;KATUCIA;2005;3
2;KATUCIA;XXXX;31
2;KATUSSIA;XXXX;21
2;KATY;1946;7
2;KATY;1947;4
2;KATY;1948;9
2;KATY;1949;21
2;KATY;1950;23
2;KATY;1951;24
2;KATY;1952;41
2;KATY;1953;52
2;KATY;1954;48
2;KATY;1955;50
2;KATY;1956;68
2;KATY;1957;82
2;KATY;1958;43
2;KATY;1959;59
2;KATY;1960;67
2;KATY;1961;65
2;KATY;1962;108
2;KATY;1963;89
2;KATY;1964;76
2;KATY;1965;73
2;KATY;1966;106
2;KATY;1967;135
2;KATY;1968;135
2;KATY;1969;161
2;KATY;1970;161
2;KATY;1971;182
2;KATY;1972;310
2;KATY;1973;345
2;KATY;1974;367
2;KATY;1975;391
2;KATY;1976;352
2;KATY;1977;297
2;KATY;1978;252
2;KATY;1979;212
2;KATY;1980;218
2;KATY;1981;165
2;KATY;1982;160
2;KATY;1983;134
2;KATY;1984;121
2;KATY;1985;91
2;KATY;1986;116
2;KATY;1987;88
2;KATY;1988;76
2;KATY;1989;89
2;KATY;1990;79
2;KATY;1991;84
2;KATY;1992;83
2;KATY;1993;56
2;KATY;1994;55
2;KATY;1995;45
2;KATY;1996;37
2;KATY;1997;38
2;KATY;1998;31
2;KATY;1999;40
2;KATY;2000;34
2;KATY;2001;24
2;KATY;2002;41
2;KATY;2003;31
2;KATY;2004;36
2;KATY;2005;30
2;KATY;2006;22
2;KATY;2007;23
2;KATY;2008;20
2;KATY;2009;18
2;KATY;2010;26
2;KATY;2011;18
2;KATY;2012;26
2;KATY;2013;14
2;KATY;2014;21
2;KATY;2015;9
2;KATY;2016;10
2;KATY;2017;14
2;KATY;2018;12
2;KATY;2019;6
2;KATY;2020;7
2;KATY;2021;5
2;KATYA;1959;3
2;KATYA;1961;4
2;KATYA;1962;5
2;KATYA;1964;5
2;KATYA;1965;5
2;KATYA;1966;5
2;KATYA;1967;12
2;KATYA;1968;10
2;KATYA;1969;15
2;KATYA;1970;20
2;KATYA;1971;23
2;KATYA;1972;15
2;KATYA;1973;23
2;KATYA;1974;12
2;KATYA;1975;16
2;KATYA;1976;13
2;KATYA;1977;15
2;KATYA;1978;9
2;KATYA;1979;15
2;KATYA;1980;9
2;KATYA;1981;12
2;KATYA;1982;12
2;KATYA;1983;6
2;KATYA;1984;8
2;KATYA;1985;10
2;KATYA;1986;5
2;KATYA;1987;8
2;KATYA;1988;7
2;KATYA;1989;5
2;KATYA;1990;9
2;KATYA;1991;6
2;KATYA;1992;10
2;KATYA;1993;6
2;KATYA;1994;4
2;KATYA;1995;6
2;KATYA;1996;10
2;KATYA;1997;5
2;KATYA;1998;14
2;KATYA;1999;12
2;KATYA;2000;10
2;KATYA;2001;8
2;KATYA;2002;8
2;KATYA;2003;8
2;KATYA;2004;13
2;KATYA;2005;11
2;KATYA;2006;13
2;KATYA;2007;13
2;KATYA;2008;5
2;KATYA;2009;6
2;KATYA;2010;12
2;KATYA;2011;12
2;KATYA;2012;12
2;KATYA;2013;6
2;KATYA;2014;10
2;KATYA;2015;6
2;KATYA;2016;6
2;KATYA;2017;5
2;KATYA;2019;7
2;KATYA;2020;6
2;KATYA;2021;5
2;KATYA;XXXX;16
2;KATYANA;XXXX;27
2;KAVITHA;XXXX;22
2;KAVIYA;2005;3
2;KAVIYA;2013;3
2;KAVIYA;XXXX;18
2;KAWSAR;2016;3
2;KAWSAR;2020;3
2;KAWSAR;XXXX;22
2;KAWTAR;1975;3
2;KAWTAR;1976;3
2;KAWTAR;1978;8
2;KAWTAR;1980;5
2;KAWTAR;1981;4
2;KAWTAR;1982;5
2;KAWTAR;1983;3
2;KAWTAR;1984;3
2;KAWTAR;1985;9
2;KAWTAR;1986;5
2;KAWTAR;1987;11
2;KAWTAR;1988;17
2;KAWTAR;1989;12
2;KAWTAR;1990;16
2;KAWTAR;1991;12
2;KAWTAR;1992;16
2;KAWTAR;1993;14
2;KAWTAR;1994;14
2;KAWTAR;1995;10
2;KAWTAR;1996;23
2;KAWTAR;1997;24
2;KAWTAR;1998;28
2;KAWTAR;1999;21
2;KAWTAR;2000;30
2;KAWTAR;2001;30
2;KAWTAR;2002;37
2;KAWTAR;2003;45
2;KAWTAR;2004;44
2;KAWTAR;2005;59
2;KAWTAR;2006;73
2;KAWTAR;2007;87
2;KAWTAR;2008;86
2;KAWTAR;2009;99
2;KAWTAR;2010;91
2;KAWTAR;2011;99
2;KAWTAR;2012;119
2;KAWTAR;2013;86
2;KAWTAR;2014;77
2;KAWTAR;2015;75
2;KAWTAR;2016;77
2;KAWTAR;2017;71
2;KAWTAR;2018;85
2;KAWTAR;2019;60
2;KAWTAR;2020;56
2;KAWTAR;2021;53
2;KAWTAR;XXXX;2
2;KAWTARE;1983;3
2;KAWTARE;1995;4
2;KAWTARE;2004;4
2;KAWTARE;2005;3
2;KAWTARE;2009;5
2;KAWTARE;2012;3
2;KAWTARE;2015;3
2;KAWTARE;XXXX;35
2;KAWTER;2006;3
2;KAWTER;2009;3
2;KAWTER;2011;3
2;KAWTER;2019;4
2;KAWTER;XXXX;32
2;KAWTHAR;1975;3
2;KAWTHAR;1983;3
2;KAWTHAR;1984;3
2;KAWTHAR;1985;3
2;KAWTHAR;1988;3
2;KAWTHAR;1989;5
2;KAWTHAR;1990;3
2;KAWTHAR;1993;4
2;KAWTHAR;1994;4
2;KAWTHAR;1995;9
2;KAWTHAR;1996;13
2;KAWTHAR;1997;11
2;KAWTHAR;1998;12
2;KAWTHAR;1999;14
2;KAWTHAR;2000;20
2;KAWTHAR;2001;29
2;KAWTHAR;2002;23
2;KAWTHAR;2003;48
2;KAWTHAR;2004;39
2;KAWTHAR;2005;43
2;KAWTHAR;2006;64
2;KAWTHAR;2007;66
2;KAWTHAR;2008;46
2;KAWTHAR;2009;66
2;KAWTHAR;2010;72
2;KAWTHAR;2011;60
2;KAWTHAR;2012;52
2;KAWTHAR;2013;50
2;KAWTHAR;2014;65
2;KAWTHAR;2015;40
2;KAWTHAR;2016;64
2;KAWTHAR;2017;47
2;KAWTHAR;2018;60
2;KAWTHAR;2019;65
2;KAWTHAR;2020;51
2;KAWTHAR;2021;54
2;KAWTHAR;XXXX;13
2;KAWTHER;1998;4
2;KAWTHER;2002;3
2;KAWTHER;2003;3
2;KAWTHER;2005;4
2;KAWTHER;2009;3
2;KAWTHER;2010;4
2;KAWTHER;2017;3
2;KAWTHER;2019;7
2;KAWTHER;XXXX;28
2;KAY;1955;4
2;KAY;1981;3
2;KAY;1990;4
2;KAY;XXXX;41
2;KAYA;1983;3
2;KAYA;1984;3
2;KAYA;1992;3
2;KAYA;1993;5
2;KAYA;1997;3
2;KAYA;1999;4
2;KAYA;2001;8
2;KAYA;2002;5
2;KAYA;2003;5
2;KAYA;2004;7
2;KAYA;2005;14
2;KAYA;2006;12
2;KAYA;2007;18
2;KAYA;2008;17
2;KAYA;2009;21
2;KAYA;2010;19
2;KAYA;2011;16
2;KAYA;2012;6
2;KAYA;2013;12
2;KAYA;2014;17
2;KAYA;2015;17
2;KAYA;2016;15
2;KAYA;2017;9
2;KAYA;2018;11
2;KAYA;2019;14
2;KAYA;2020;15
2;KAYA;2021;15
2;KAYA;XXXX;25
2;KAYANA;2009;3
2;KAYANA;2012;3
2;KAYANA;2014;4
2;KAYANA;2016;5
2;KAYANA;2017;3
2;KAYANA;2018;4
2;KAYANA;2020;4
2;KAYANA;XXXX;19
2;KAYANE;XXXX;23
2;KAYCEE;2001;3
2;KAYCEE;2006;3
2;KAYCEE;2008;4
2;KAYCEE;2009;5
2;KAYCEE;2011;7
2;KAYCEE;2012;3
2;KAYCEE;2013;7
2;KAYCEE;2014;17
2;KAYCEE;2015;9
2;KAYCEE;2016;16
2;KAYCEE;2017;20
2;KAYCEE;2018;24
2;KAYCEE;2019;32
2;KAYCEE;2020;34
2;KAYCEE;2021;33
2;KAYCEE;XXXX;5
2;KAYCHA;1999;3
2;KAYCHA;2014;5
2;KAYCHA;2017;3
2;KAYCHA;XXXX;21
2;KAYCIE;2001;3
2;KAYCIE;2002;3
2;KAYCIE;2007;6
2;KAYCIE;2009;4
2;KAYCIE;2010;8
2;KAYCIE;2011;3
2;KAYCIE;2012;10
2;KAYCIE;2013;10
2;KAYCIE;2014;9
2;KAYCIE;2015;8
2;KAYCIE;2016;9
2;KAYCIE;2017;8
2;KAYCIE;2018;14
2;KAYCIE;2019;14
2;KAYCIE;2020;22
2;KAYCIE;2021;20
2;KAYCIE;XXXX;11
2;KAYISSA;2012;3
2;KAYISSA;2014;3
2;KAYISSA;2019;3
2;KAYISSA;XXXX;16
2;KAYLA;1997;4
2;KAYLA;1999;4
2;KAYLA;2000;5
2;KAYLA;2001;8
2;KAYLA;2002;13
2;KAYLA;2003;17
2;KAYLA;2004;17
2;KAYLA;2005;29
2;KAYLA;2006;51
2;KAYLA;2007;93
2;KAYLA;2008;103
2;KAYLA;2009;168
2;KAYLA;2010;162
2;KAYLA;2011;167
2;KAYLA;2012;163
2;KAYLA;2013;132
2;KAYLA;2014;158
2;KAYLA;2015;169
2;KAYLA;2016;192
2;KAYLA;2017;217
2;KAYLA;2018;239
2;KAYLA;2019;262
2;KAYLA;2020;277
2;KAYLA;2021;284
2;KAYLA;XXXX;7
2;KAYLAH;2007;3
2;KAYLAH;2008;7
2;KAYLAH;2009;3
2;KAYLAH;2010;14
2;KAYLAH;2011;14
2;KAYLAH;2012;18
2;KAYLAH;2013;17
2;KAYLAH;2014;13
2;KAYLAH;2015;12
2;KAYLAH;2016;15
2;KAYLAH;2017;17
2;KAYLAH;2018;19
2;KAYLAH;2019;17
2;KAYLAH;2020;23
2;KAYLAH;2021;20
2;KAYLAH;XXXX;3
2;KAYLANE;2009;5
2;KAYLANE;2011;8
2;KAYLANE;2013;3
2;KAYLANE;2015;4
2;KAYLANE;2016;5
2;KAYLANE;2018;4
2;KAYLANE;2019;3
2;KAYLANE;XXXX;11
2;KAYLEE;2002;3
2;KAYLEE;2003;3
2;KAYLEE;2004;7
2;KAYLEE;2005;4
2;KAYLEE;2006;5
2;KAYLEE;2008;6
2;KAYLEE;2009;11
2;KAYLEE;2010;10
2;KAYLEE;2011;24
2;KAYLEE;2012;28
2;KAYLEE;2013;45
2;KAYLEE;2014;25
2;KAYLEE;2015;42
2;KAYLEE;2016;54
2;KAYLEE;2017;45
2;KAYLEE;2018;41
2;KAYLEE;2019;53
2;KAYLEE;2020;64
2;KAYLEE;2021;48
2;KAYLEE;XXXX;5
2;KAYLEEN;2005;3
2;KAYLEEN;2007;7
2;KAYLEEN;2009;9
2;KAYLEEN;2010;11
2;KAYLEEN;2011;14
2;KAYLEEN;2012;11
2;KAYLEEN;2013;16
2;KAYLEEN;2014;16
2;KAYLEEN;2015;9
2;KAYLEEN;2016;14
2;KAYLEEN;2017;13
2;KAYLEEN;2018;10
2;KAYLEEN;2019;13
2;KAYLEEN;2020;17
2;KAYLEEN;2021;20
2;KAYLEEN;XXXX;11
2;KAYLEIGH;2001;3
2;KAYLEIGH;2011;3
2;KAYLEIGH;2016;3
2;KAYLEIGH;XXXX;24
2;KAYLHIA;2005;5
2;KAYLHIA;2008;7
2;KAYLHIA;2013;5
2;KAYLHIA;XXXX;13
2;KAYLI;2010;6
2;KAYLI;2012;6
2;KAYLI;2013;8
2;KAYLI;2014;4
2;KAYLI;2015;7
2;KAYLI;2016;6
2;KAYLI;2017;3
2;KAYLI;2018;3
2;KAYLI;2019;5
2;KAYLI;XXXX;8
2;KAYLIA;1998;3
2;KAYLIA;2001;3
2;KAYLIA;2002;3
2;KAYLIA;2003;14
2;KAYLIA;2004;22
2;KAYLIA;2005;80
2;KAYLIA;2006;54
2;KAYLIA;2007;39
2;KAYLIA;2008;73
2;KAYLIA;2009;64
2;KAYLIA;2010;79
2;KAYLIA;2011;83
2;KAYLIA;2012;85
2;KAYLIA;2013;67
2;KAYLIA;2014;64
2;KAYLIA;2015;57
2;KAYLIA;2016;45
2;KAYLIA;2017;31
2;KAYLIA;2018;27
2;KAYLIA;2019;27
2;KAYLIA;2020;18
2;KAYLIA;2021;23
2;KAYLIA;XXXX;1
2;KAYLIAH;2002;4
2;KAYLIAH;2003;21
2;KAYLIAH;2004;25
2;KAYLIAH;2005;91
2;KAYLIAH;2006;58
2;KAYLIAH;2007;43
2;KAYLIAH;2008;84
2;KAYLIAH;2009;89
2;KAYLIAH;2010;111
2;KAYLIAH;2011;106
2;KAYLIAH;2012;123
2;KAYLIAH;2013;110
2;KAYLIAH;2014;101
2;KAYLIAH;2015;62
2;KAYLIAH;2016;55
2;KAYLIAH;2017;52
2;KAYLIAH;2018;44
2;KAYLIAH;2019;37
2;KAYLIAH;2020;33
2;KAYLIAH;2021;40
2;KAYLIAH;XXXX;1
2;KAYLIANA;2009;3
2;KAYLIANA;2010;6
2;KAYLIANA;2013;6
2;KAYLIANA;2014;6
2;KAYLIANA;2016;3
2;KAYLIANA;2017;3
2;KAYLIANA;2020;5
2;KAYLIANA;2021;6
2;KAYLIANA;XXXX;12
2;KAYLIE;2006;7
2;KAYLIE;2008;12
2;KAYLIE;2009;17
2;KAYLIE;2010;15
2;KAYLIE;2011;27
2;KAYLIE;2012;55
2;KAYLIE;2013;60
2;KAYLIE;2014;63
2;KAYLIE;2015;63
2;KAYLIE;2016;53
2;KAYLIE;2017;71
2;KAYLIE;2018;56
2;KAYLIE;2019;48
2;KAYLIE;2020;51
2;KAYLIE;2021;58
2;KAYLIE;XXXX;9
2;KAYLIN;2016;4
2;KAYLIN;2021;4
2;KAYLIN;XXXX;17
2;KAYLINA;2006;5
2;KAYLINA;2008;4
2;KAYLINA;2009;3
2;KAYLINA;2011;6
2;KAYLINA;2012;5
2;KAYLINA;2014;9
2;KAYLINA;2015;5
2;KAYLINA;2016;5
2;KAYLINA;2017;8
2;KAYLINA;2020;6
2;KAYLINA;2021;6
2;KAYLINA;XXXX;7
2;KAYLINE;2003;3
2;KAYLINE;2006;3
2;KAYLINE;2007;4
2;KAYLINE;2008;10
2;KAYLINE;2009;25
2;KAYLINE;2010;16
2;KAYLINE;2011;14
2;KAYLINE;2012;26
2;KAYLINE;2013;24
2;KAYLINE;2014;30
2;KAYLINE;2015;21
2;KAYLINE;2016;17
2;KAYLINE;2017;24
2;KAYLINE;2018;24
2;KAYLINE;2019;23
2;KAYLINE;2020;29
2;KAYLINE;2021;50
2;KAYLINE;XXXX;7
2;KAYLIS;2010;6
2;KAYLIS;2011;6
2;KAYLIS;2012;8
2;KAYLIS;2013;4
2;KAYLIS;2014;8
2;KAYLIS;2015;4
2;KAYLIS;2016;7
2;KAYLIS;2017;4
2;KAYLIS;2018;7
2;KAYLIS;2019;5
2;KAYLIS;2020;3
2;KAYLIS;XXXX;9
2;KAYLISS;2010;6
2;KAYLISS;2011;5
2;KAYLISS;2012;7
2;KAYLISS;2013;4
2;KAYLISS;2014;7
2;KAYLISS;2015;7
2;KAYLISS;2016;5
2;KAYLISS;2017;7
2;KAYLISS;2018;3
2;KAYLISS;2019;4
2;KAYLISS;2020;9
2;KAYLISS;2021;3
2;KAYLISS;XXXX;5
2;KAYLISSA;2009;5
2;KAYLISSA;2011;3
2;KAYLISSA;2013;4
2;KAYLISSA;XXXX;16
2;KAYLISSE;2011;3
2;KAYLISSE;2016;3
2;KAYLISSE;2020;5
2;KAYLISSE;XXXX;15
2;KAYLLA;2009;5
2;KAYLLA;2010;6
2;KAYLLA;2011;7
2;KAYLLA;2012;3
2;KAYLLA;2013;6
2;KAYLLA;2015;5
2;KAYLLA;2017;6
2;KAYLLA;2018;3
2;KAYLLA;2019;4
2;KAYLLA;2020;9
2;KAYLLA;2021;3
2;KAYLLA;XXXX;13
2;KAYLLIA;2005;3
2;KAYLLIA;2006;3
2;KAYLLIA;2008;3
2;KAYLLIA;2011;3
2;KAYLLIA;2012;3
2;KAYLLIA;2013;3
2;KAYLLIA;2014;3
2;KAYLLIA;2016;3
2;KAYLLIA;XXXX;9
2;KAYLLIAH;2011;5
2;KAYLLIAH;2012;3
2;KAYLLIAH;2013;3
2;KAYLLIAH;2017;3
2;KAYLLIAH;2018;4
2;KAYLLIAH;XXXX;15
2;KAYLLIE;2013;4
2;KAYLLIE;2016;4
2;KAYLLIE;2019;3
2;KAYLLIE;XXXX;12
2;KAYNA;1996;4
2;KAYNA;1997;9
2;KAYNA;1998;3
2;KAYNA;2000;4
2;KAYNA;2001;16
2;KAYNA;2002;10
2;KAYNA;2003;17
2;KAYNA;2004;24
2;KAYNA;2005;62
2;KAYNA;2006;92
2;KAYNA;2007;81
2;KAYNA;2008;96
2;KAYNA;2009;97
2;KAYNA;2010;117
2;KAYNA;2011;123
2;KAYNA;2012;103
2;KAYNA;2013;105
2;KAYNA;2014;120
2;KAYNA;2015;89
2;KAYNA;2016;88
2;KAYNA;2017;115
2;KAYNA;2018;72
2;KAYNA;2019;61
2;KAYNA;2020;72
2;KAYNA;2021;77
2;KAYNA;XXXX;18
2;KAYNAH;2010;4
2;KAYNAH;2012;3
2;KAYNAH;2013;3
2;KAYNAH;2015;3
2;KAYNAH;2017;3
2;KAYNAH;2018;4
2;KAYNAH;2020;3
2;KAYNAH;2021;3
2;KAYNAH;XXXX;10
2;KAYNNA;2011;4
2;KAYNNA;2017;5
2;KAYNNA;2018;3
2;KAYNNA;XXXX;15
2;KAYRA;2007;4
2;KAYRA;2014;3
2;KAYRA;2015;3
2;KAYRA;2016;6
2;KAYRA;2017;3
2;KAYRA;2018;7
2;KAYRA;2019;4
2;KAYRA;2020;6
2;KAYRA;2021;7
2;KAYRA;XXXX;19
2;KAYSHA;1999;6
2;KAYSHA;2000;3
2;KAYSHA;2002;6
2;KAYSHA;2003;5
2;KAYSHA;2004;6
2;KAYSHA;2005;4
2;KAYSHA;2007;5
2;KAYSHA;2008;9
2;KAYSHA;2009;8
2;KAYSHA;2010;6
2;KAYSHA;2011;5
2;KAYSHA;2012;7
2;KAYSHA;2013;10
2;KAYSHA;2014;5
2;KAYSHA;2015;7
2;KAYSHA;2017;5
2;KAYSHA;2019;5
2;KAYSHA;2020;7
2;KAYSHA;2021;11
2;KAYSHA;XXXX;10
2;KAYSIA;XXXX;23
2;KAYSIE;2011;3
2;KAYSIE;2017;3
2;KAYSIE;2019;3
2;KAYSIE;XXXX;12
2;KAYSSA;2007;4
2;KAYSSA;2009;4
2;KAYSSA;2010;3
2;KAYSSA;2011;5
2;KAYSSA;2012;5
2;KAYSSA;2013;4
2;KAYSSA;2014;3
2;KAYSSA;2015;10
2;KAYSSA;2016;6
2;KAYSSA;2017;4
2;KAYSSA;2018;5
2;KAYSSA;2019;8
2;KAYSSA;2020;6
2;KAYSSA;2021;8
2;KAYSSA;XXXX;12
2;KAYSSI;2010;3
2;KAYSSI;2012;4
2;KAYSSI;2013;3
2;KAYSSI;2014;3
2;KAYSSI;2015;3
2;KAYSSI;2016;4
2;KAYSSI;2017;6
2;KAYSSI;2018;3
2;KAYSSI;2020;12
2;KAYSSI;2021;6
2;KAYSSI;XXXX;8
2;KAYSSIA;2014;4
2;KAYSSIA;2016;3
2;KAYSSIA;XXXX;19
2;KAYSSIE;2005;3
2;KAYSSIE;2007;3
2;KAYSSIE;2008;4
2;KAYSSIE;2009;5
2;KAYSSIE;2010;3
2;KAYSSIE;2011;4
2;KAYSSIE;2012;15
2;KAYSSIE;2013;8
2;KAYSSIE;2014;6
2;KAYSSIE;2015;13
2;KAYSSIE;2016;17
2;KAYSSIE;2017;10
2;KAYSSIE;2018;17
2;KAYSSIE;2019;17
2;KAYSSIE;2020;26
2;KAYSSIE;2021;13
2;KAYSSIE;XXXX;4
2;KAYTE;2015;3
2;KAYTE;2018;6
2;KAYTE;2020;4
2;KAYTE;XXXX;18
2;KAYTHLEEN;1999;4
2;KAYTHLEEN;2000;3
2;KAYTHLEEN;2006;3
2;KAYTHLEEN;2013;4
2;KAYTHLEEN;XXXX;26
2;KAYTLEEN;1996;3
2;KAYTLEEN;2001;3
2;KAYTLEEN;2003;4
2;KAYTLEEN;2004;4
2;KAYTLEEN;2008;5
2;KAYTLEEN;2011;3
2;KAYTLEEN;2016;3
2;KAYTLEEN;2017;6
2;KAYTLEEN;2018;3
2;KAYTLEEN;2019;3
2;KAYTLEEN;2021;3
2;KAYTLEEN;XXXX;16
2;KAYTLINE;2000;3
2;KAYTLINE;2002;3
2;KAYTLINE;2007;3
2;KAYTLINE;2009;3
2;KAYTLINE;2010;4
2;KAYTLINE;XXXX;24
2;KAZIMIERA;1925;6
2;KAZIMIERA;1926;4
2;KAZIMIERA;1927;6
2;KAZIMIERA;1929;4
2;KAZIMIERA;1930;8
2;KAZIMIERA;1931;7
2;KAZIMIERA;1932;7
2;KAZIMIERA;1933;4
2;KAZIMIERA;1934;6
2;KAZIMIERA;1935;7
2;KAZIMIERA;1937;3
2;KAZIMIERA;XXXX;16
2;KAZIMIRA;1924;5
2;KAZIMIRA;1925;4
2;KAZIMIRA;1926;3
2;KAZIMIRA;1929;5
2;KAZIMIRA;1930;4
2;KAZIMIRA;1931;3
2;KAZIMIRA;1934;3
2;KAZIMIRA;1939;4
2;KAZIMIRA;XXXX;13
2;KAZMIERA;1923;6
2;KAZMIERA;1926;3
2;KAZMIERA;1940;3
2;KAZMIERA;XXXX;17
2;KEA;2002;3
2;KEA;XXXX;23
2;KEANA;2008;3
2;KEANA;2010;5
2;KEANA;XXXX;26
2;KEANE;2007;4
2;KEANE;2009;3
2;KEANE;XXXX;14
2;KEBIRA;XXXX;22
2;KECY;2004;4
2;KECY;2007;3
2;KECY;2009;3
2;KECY;2010;5
2;KECY;2011;3
2;KECY;2013;5
2;KECY;2014;4
2;KECY;2018;3
2;KECY;XXXX;24
2;KEDIDJA;1964;4
2;KEDIDJA;1967;3
2;KEDIDJA;1968;3
2;KEDIDJA;1971;4
2;KEDIDJA;1977;4
2;KEDIDJA;1982;3
2;KEDIDJA;XXXX;36
2;KEERTHANA;1996;4
2;KEERTHANA;XXXX;17
2;KEESHA;2000;3
2;KEESHA;2001;7
2;KEESHA;XXXX;13
2;KEHILA;2018;3
2;KEHILA;2021;4
2;KEHILA;XXXX;14
2;KEHINA;2003;4
2;KEHINA;2008;3
2;KEHINA;2010;3
2;KEHINA;2015;4
2;KEHINA;XXXX;24
2;KEHLANI;2017;3
2;KEHLANI;2018;5
2;KEHLANI;2019;6
2;KEHLANI;2020;5
2;KEHLANI;2021;9
2;KEHLANI;XXXX;1
2;KEHYNA;2012;3
2;KEHYNA;2014;3
2;KEHYNA;2015;3
2;KEHYNA;XXXX;11
2;KEICHA;1996;4
2;KEICHA;1998;3
2;KEICHA;1999;5
2;KEICHA;2002;3
2;KEICHA;2008;3
2;KEICHA;XXXX;22
2;KEICY;2000;4
2;KEICY;2003;3
2;KEICY;2007;5
2;KEICY;2008;5
2;KEICY;2009;5
2;KEICY;2010;5
2;KEICY;2011;6
2;KEICY;2012;6
2;KEICY;2013;4
2;KEICY;2015;9
2;KEICY;2016;6
2;KEICY;2017;4
2;KEICY;2018;3
2;KEICY;2021;5
2;KEICY;XXXX;13
2;KEÏCY;2012;4
